letter_number,name,drainage,elevation_ft,size_acres,max_depth_ft,fish_species,fishing_pressure,low_pressure,remote_access,natural_repro,infrequent_stocking,big_fish_mentioned,productive_depth,elevation_sweet_spot,size_sweet_spot,tiger_trout,grayling,cutthroat,good_habitat,total_score,notes
GR-125,Fish,Burnt Fork Drainage,10685,38.3,23,"Brookies, Cutthroats",Moderate,0,1,0,0,0,1,1,0,0,0,1,1,5,"remote/off-trail, big fish potential, good depth (23ft), good elev (10685ft), cutthroat, good habitat"
GR-126,Boxer,Burnt Fork Drainage,10700,6.0,11,Cutthroats,Moderate,0,0,1,0,0,0,1,1,0,0,1,1,5,"natural repro, big fish potential, good elev (10700ft), good size (6.0ac), cutthroat, good habitat"
GR-13,,Ashley Creek Drainage,,9.2,,"Brookies, Tigers",Low,1,0,0,1,0,0,0,1,1,0,0,1,5,"Light pressure, Infrequent stocking, Good size, Tigers, Good habitat"
GR-131,Round,Burnt Fork Drainage,10662,24.3,38,Cutthroats,Moderate,0,0,0,1,0,1,1,0,0,0,1,1,5,"infrequent stocking, big fish potential, good depth (38ft), good elev (10662ft), cutthroat, good habitat"
GR-132,Island,Burnt Fork Drainage,10777,117.8,34,"Brookies, Cutthroats",High,0,0,1,0,0,1,1,0,0,0,1,1,5,"natural repro, big fish potential, good depth (34ft), good elev (10777ft), cutthroat, good habitat"
GR-133,Whitewall,Burnt Fork Drainage,10900,14.5,3,"Brookies, Cutthroats",Low,1,0,1,0,0,0,0,1,0,0,1,1,5,"light pressure, natural repro, big fish potential, good size (14.5ac), cutthroat, good habitat"
GR-135,Upper Bennion,Burnt Fork Drainage,10970,2.0,3,"Brookies, Cutthroats",Low,1,0,1,0,0,0,0,1,0,0,1,1,5,"light pressure, natural repro, good size (2.0ac), cutthroat, good habitat"
GR-147,Beaver,Beaver Creek Drainage,10505,38.3,30,"Brookies, Cutthroats",High,0,0,1,0,0,1,1,0,0,0,1,1,5,"natural repro, big fish potential, good depth (30ft), good elev (10505ft), cutthroat, good habitat"
GR-153,,Beaver Creek Drainage,11060,3.6,2,"Brookies, Cutthroats",Low,1,0,1,0,0,0,0,1,0,0,1,1,5,"light pressure, natural repro, good size (3.6ac), cutthroat, good habitat"
GR-163,,Beaver Creek Drainage,9322,6.5,16,Brookies,Low,0,1,0,0,0,1,1,1,0,0,0,1,5,"remote/off-trail, big fish potential, good depth (16ft), good elev (9322ft), good size (6.5ac), good habitat"
GR-21,,Ashley Creek Drainage,10355,3.7,7,"Brookies*, Tigers",Low,1,0,1,0,0,0,1,1,1,0,0,0,5,"Light pressure, Natural repro, Good elevation, Good size, Tigers"
GR-36,Wilde,Ashley Creek Drainage,10950,4.3,13,Grayling,,0,1,0,1,0,0,0,1,0,1,0,1,5,"Remote/off-trail, Infrequent stocking, Big fish potential, Good size, Grayling, Good habitat"
GR-46,Hooper,Ashley Creek Drainage,10305,4.5,4,Cutthroats,Moderate,0,0,1,0,0,0,1,1,0,0,1,1,5,"Natural repro, Good elevation, Good size, Cutthroat, Good habitat"
GR-49,South Twin (Dry Fork),Ashley Creek Drainage,10300,6.2,8,"Brookies, Cutthroats",High,0,0,1,0,0,0,1,1,0,0,1,1,5,"Natural repro, Big fish potential, Good elevation, Good size, Cutthroat, Good habitat"
GR-5,Summit,Ashley Creek Drainage,10460,9.9,7,Grayling,Low,0,1,0,1,0,0,1,1,0,1,0,0,5,"Remote/off-trail, Infrequent stocking, Good elevation, Good size, Grayling"
GR-51,Red Belly,Ashley Creek Drainage,10540,6.3,8,Cutthroats,Moderate,0,0,0,1,0,0,1,1,0,0,1,1,5,"Infrequent stocking, Good elevation, Good size, Cutthroat, Good habitat"
LF-22,Porcupine,Lake Fork Drainage,11301,12.8,14,"Brookies*, Cutthroats",Low,1,1,0,0,0,0,0,1,0,0,1,1,5,Light pressure; Remote/off-trail; Good size (12.8ac); Cutthroat; Good habitat
LF-36,Linda,Lake Fork Drainage,10940,3.8,5,Brookies,Low,1,1,0,1,0,0,0,1,0,0,0,1,5,Light pressure; Remote/off-trail; Infrequent stocking; Good size (3.8ac); Good habitat
LF-4,Porcupine,Lake Fork Drainage,10540,11.4,20,,,0,1,0,0,0,1,1,1,0,0,0,1,5,Remote/off-trail; Good depth (20ft); Good elevation; Good size (11.4ac); Good habitat
RC-4,Brinkley,Rock Creek Drainage,10460,4.2,18,Brookies,High,0,0,0,1,0,1,1,1,0,0,0,1,5,Infrequent stocking; Big fish potential; Good depth; Good elevation; Good size; Good habitat
U-21,George Beard,Uinta River Drainage,11420,7.4,15,Brookies,Low,1,0,1,1,0,1,0,1,0,0,0,0,5,"Light pressure, Natural repro, Infrequent stocking, Good depth, Good size"
U-23,Lily,Uinta River Drainage,10919,5.3,15,Brookies,Low,1,1,0,1,0,1,0,1,0,0,0,0,5,"Light pressure, Remote/off-trail, Infrequent stocking, Good depth, Good size"
U-38,,Uinta River Drainage,11218,15.7,13,Cutthroats,Moderate,1,0,0,1,0,0,0,1,0,0,1,1,5,"Light pressure, Infrequent stocking, Good size, Cutthroat, Good habitat"
U-39,,Uinta River Drainage,11160,5.3,9,Grayling,,1,0,0,1,0,0,0,1,0,1,0,1,5,"Light pressure, Infrequent stocking, Good size, Grayling, Good habitat"
U-4,Chain 4,Uinta River Drainage,10870,13.5,31,Cutthroats,Low,1,1,0,0,0,1,0,1,0,0,1,0,5,"Light pressure, Remote/off-trail, Good depth, Good size, Cutthroat"
U-59,Divide,Uinta River Drainage,11217,18.9,39,Cutthroats,Low,1,0,0,1,0,1,0,1,0,0,1,0,5,"Light pressure, Infrequent stocking, Good depth, Good size, Cutthroat"
U-73,Milk,Uinta River Drainage,11236,13.1,35,"Brookies, Cutthroats",Low,1,0,1,0,0,1,0,1,0,0,1,0,5,"Light pressure, Natural repro, Good depth, Good size, Cutthroat"
U-82,Gilbert,Uinta River Drainage,11459,14.6,20,Brookies,Low,1,0,0,1,0,1,0,1,0,0,0,1,5,"Light pressure, Infrequent stocking, Good depth, Good size, Good habitat"
U-9,Pippen,Uinta River Drainage,10450,3.2,3,Brookies,Moderate,0,0,1,1,0,0,1,1,0,0,0,1,5,"Natural repro, Infrequent stocking, Big fish potential, Good elevation, Good size, Good habitat"
W-16,,Weber River Drainage,,7.5,,Brookies,Low,1,1,0,1,0,0,0,1,0,0,0,1,5,Light pressure; Remote/off-trail; Infrequent stocking; Good size; Good habitat
W-21,Little Hidden,Weber River Drainage,10280,8.0,28,Brookies,Moderate,0,0,0,1,0,1,1,1,0,0,0,1,5,Infrequent stocking; Good depth; Good elevation; Good size; Good habitat
W-22,Peter,Weber River Drainage,10460,3.0,13,Unknown,Low,1,0,1,0,0,0,1,1,0,0,0,1,5,Light pressure; Natural repro; Good elevation; Good size; Good habitat
W-24,Ibantik,Weber River Drainage,10100,10.2,28,Brookies,High,0,0,0,1,0,1,1,1,0,0,0,1,5,Infrequent stocking; Good depth; Good elevation; Good size; Good habitat
W-31,Neil,Weber River Drainage,10140,1.1,20,Brookies,Low,1,0,0,1,0,1,1,0,0,0,0,1,5,Light pressure; Infrequent stocking; Good depth; Good elevation; Good habitat
W-33,Rhoads,Weber River Drainage,10140,7.5,32,Brookies,Moderate,0,0,1,0,0,1,1,1,0,0,0,1,5,Natural repro; Big fish potential; Good depth; Good elevation; Good size; Good habitat
W-35,Dean,Weber River Drainage,10060,12.0,16,"Brookies, Grayling",High,0,0,0,0,0,1,1,1,0,1,0,1,5,Big fish potential; Good depth; Good elevation; Good size; Grayling; Good habitat
W-41,Lofty,Weber River Drainage,10820,4.0,20,"Cutthroats, Tigers",Moderate,0,0,0,0,0,1,0,1,1,0,1,1,5,Good depth; Good size; Tigers; Cutthroats; Good habitat
W-52,,Weber River Drainage,,3.6,25,Brookies,Moderate,0,1,0,1,0,1,0,1,0,0,0,1,5,Remote/off-trail; Infrequent stocking; Good depth; Good size; Good habitat
W-53,,Weber River Drainage,,2.2,9,Brookies,Low,1,1,1,0,0,0,0,1,0,0,0,1,5,Light pressure; Remote/off-trail; Natural repro; Good size; Good habitat
WR-12,Larvae,White Rocks Drainage,10200,5.4,28,Brookies,High,0,0,0,1,0,1,1,1,0,0,0,1,5,"Infrequent stocking, Good depth, Good elevation, Good size, Good habitat"
WR-14b,Becky,White Rocks Drainage,10960,6.2,24,Brookies,,0,1,1,0,0,1,0,1,0,0,0,1,5,"Remote/off-trail, Natural repro, Good depth, Good size, Good habitat"
WR-33,Cirque L,Weber River Drainage,,,,Grayling,,1,0,1,1,0,0,0,0,0,1,0,1,5,Light pressure; Natural repro; Infrequent stocking; Grayling; Good habitat
WR-37,,White Rocks Drainage,10600,3.0,13,"Brookies, Cutthroats",Moderate,0,1,1,0,0,0,1,1,0,0,1,0,5,"Remote/off-trail, Natural repro, Big fish potential, Good elevation, Good size, Cutthroat"
WR-44,Ted,White Rocks Drainage,10500,14.0,20,Brookies,High,0,0,0,1,0,1,1,1,0,0,0,1,5,"Infrequent stocking, Big fish potential, Good depth, Good elevation, Good size, Good habitat"
WR-55,Walk Up,White Rocks Drainage,11114,18.4,60,Brookies,Low,1,1,0,1,0,0,0,1,0,0,0,1,5,"Light pressure, Remote/off-trail, Infrequent stocking, Big fish potential, Good size, Good habitat"
WR-57,Sharlee,White Rocks Drainage,10740,9.4,4,"Brookies, Cutthroats",Low,0,0,0,1,0,0,1,1,0,0,1,1,5,"Infrequent stocking, Big fish potential, Good elevation, Good size, Cutthroat, Good habitat"
WR-64,Chepeta,White Rocks Drainage,10600,135.0,60,"Brookies, Cutthroats",High,0,0,1,1,0,0,1,0,0,0,1,1,5,"Natural repro, Infrequent stocking, Big fish potential, Good elevation, Cutthroat, Good habitat"
WR-65,Hell Hole,White Rocks Drainage,10760,5.4,6,Brookies,Moderate,1,0,0,1,0,0,1,1,0,0,0,1,5,"Light pressure, Infrequent stocking, Big fish potential, Good elevation, Good size, Good habitat"
WR-66,Reader,White Rocks Drainage,10960,10.2,10,"Brookies, Cutthroats",Moderate,1,1,0,0,0,0,0,1,0,0,1,1,5,"Light pressure, Remote/off-trail, Big fish potential, Good size, Cutthroat, Good habitat"
WR-73,,White Rocks Drainage,10960,7.1,,Brookies,Low,1,1,0,1,0,0,0,1,0,0,0,1,5,"Light pressure, Remote/off-trail, Infrequent stocking, Big fish potential, Good size, Good habitat"
WR-75,,White Rocks Drainage,10691,2.7,8,Brookies,Low,1,0,0,1,0,0,1,1,0,0,0,1,5,"Light pressure, Infrequent stocking, Good elevation, Good size, Good habitat"
WR-76,,White Rocks Drainage,10610,4.2,7,Brookies,Unknown,1,0,1,0,0,0,1,1,0,0,0,1,5,"Light pressure, Natural repro, Good elevation, Good size, Good habitat"
WR-77,,White Rocks Drainage,10800,4.0,15,Brookies,Low,0,1,0,1,0,1,1,1,0,0,0,0,5,"Remote/off-trail, Infrequent stocking, Good depth, Good elevation, Good size"
X-10,Mohawk,Rock Creek Drainage,10380,38.3,32,"Brookies, Cutthroats",Moderate,0,0,1,0,0,1,1,0,0,0,1,1,5,Natural repro; Big fish potential; Good depth; Good elevation; Cutthroats; Good habitat
X-104,Little Superior,Yellowstone Drainage,11208,13.9,24,Brookies,Low,1,0,1,0,0,1,0,1,0,0,0,1,5,light pressure; natural repro; good depth (24ft); good size (13.9ac); good habitat
X-109,Spider,Yellowstone Drainage,10830,20.0,31,"Brookies, Cutthroats",High,0,0,0,1,0,1,0,1,0,0,1,1,5,infrequent stocking; big fish potential; good depth (31ft); good size (20.0ac); cutthroat; good habitat
X-111,Jill,Rock Creek Drainage,10460,3.6,25,Brookies,Moderate,0,0,0,1,0,1,1,1,0,0,0,1,5,Infrequent stocking; Good depth; Good elevation; Good size; Good habitat
X-121,Continent,Rock Creek Drainage,11285,27.4,23,"Brookies, Cutthroats",Moderate,1,0,0,1,0,1,0,0,0,0,1,1,5,Light pressure; Infrequent stocking; Good depth; Cutthroats; Good habitat
X-13,Heart,Rock Creek Drainage,10500,5.7,19,Cutthroats,High,0,0,0,0,0,1,1,1,0,0,1,1,5,Big fish potential; Good depth; Good elevation; Good size; Cutthroats; Good habitat
X-131,Uintah,Rock Creek Drainage,10840,8.4,14,Brookies,Low,1,1,0,1,0,0,0,1,0,0,0,1,5,Light pressure; Remote/off-trail; Infrequent stocking; Good size; Good habitat
X-133,Jack,Rock Creek Drainage,10460,2.7,14,"Brookies, Cutthroats",Moderate,0,0,0,1,0,0,1,1,0,0,1,1,5,Infrequent stocking; Good elevation; Good size; Cutthroats; Good habitat
X-2,Lily Pad,Rock Creek Drainage,10270,9.5,14,"Brookies, Cutthroats",Moderate,0,0,0,1,0,0,1,1,0,0,1,1,5,Infrequent stocking; Good elevation; Good size; Cutthroats; Good habitat
X-26,,Swift Creek Drainage,11008,7.7,23,Brookies,Low,1,0,0,1,0,1,0,1,0,0,0,1,5,"light pressure, infrequent stocking, good depth (23ft), good size (7.7ac), good habitat"
X-3,Lodgepole,Rock Creek Drainage,10140,20.4,29,Brookies,Moderate,0,1,0,1,0,1,1,0,0,0,0,1,5,Remote/off-trail; Infrequent stocking; Good depth; Good elevation; Good habitat
X-31,Brown Duck,Lake Fork Drainage,10186,30.7,12,"Cutthroats, Tiger muskie",High,0,0,0,1,0,0,1,0,1,0,1,1,5,Infrequent stocking; Big fish potential; Good elevation; Tigers; Cutthroat; Good habitat
X-33,Little Dog,Lake Fork Drainage,10230,4.5,17,Brookies,Low,1,0,0,0,0,1,1,1,0,0,0,1,5,Light pressure; Good depth (17ft); Good elevation; Good size (4.5ac); Good habitat
X-35,Kidney,Lake Fork Drainage,10267,190.0,112,"Brookies, Cutthroats",Moderate,0,1,0,1,0,0,1,0,0,0,1,1,5,Remote/off-trail; Infrequent stocking; Good elevation; Cutthroat; Good habitat
X-43,Diamond,Rock Creek Drainage,10230,13.0,45,Brookies,Moderate,0,0,0,1,0,1,1,1,0,0,0,1,5,Infrequent stocking; Good depth; Good elevation; Good size; Good habitat
X-49,Twin,Swift Creek Drainage,10816,14.0,15,Cutthroats,Moderate,1,0,0,1,0,1,0,1,0,0,1,0,5,"light pressure, infrequent stocking, good depth (15ft), good size (14.0ac), cutthroat"
X-54,White Miller,Swift Creek Drainage,10670,11.0,18,Brookies,High,0,0,0,1,0,1,1,1,0,0,0,1,5,"infrequent stocking, big fish potential, good depth (18ft), good elev (10670ft), good size (11.0ac), good habitat"
X-55,Deer,Swift Creek Drainage,10240,12.0,4,"Brookies*, Cutthroats",High,0,0,1,0,0,0,1,1,0,0,1,1,5,"natural repro, big fish potential, good elev (10240ft), good size (12.0ac), cutthroat, good habitat"
X-60,,Yellowstone Drainage,10810,8.0,30,Cutthroats,Low,1,0,0,1,0,1,0,1,0,0,1,0,5,light pressure; infrequent stocking; good depth (30ft); good size (8.0ac); cutthroat
X-64,Atwine,Lake Fork Drainage,10150,32.0,35,Brookies,Moderate,0,1,1,0,0,1,1,0,0,0,0,1,5,Remote/off-trail; Natural repro; Big fish potential; Good depth (35ft); Good elevation; Good habitat
X-85,,Lake Fork Drainage,10860,4.7,14,Brookies,Low,1,1,0,1,0,0,0,1,0,0,0,1,5,Light pressure; Remote/off-trail; Infrequent stocking; Good size (4.7ac); Good habitat
X-99,Amlen,Rock Creek Drainage,10340,7.3,9,Brookies,Moderate,0,1,0,1,0,0,1,1,0,0,0,1,5,Remote/off-trail; Infrequent stocking; Good elevation; Good size; Good habitat
Y-2,,Yellowstone Drainage,11670,1.8,20,Brookies,Low,1,1,1,0,0,1,0,0,0,0,0,1,5,light pressure; remote/off-trail; natural repro; good depth (20ft); good habitat
Y-20,,Yellowstone Drainage,11176,5.0,20,Grayling,Low,1,0,0,1,0,1,0,1,0,1,0,0,5,light pressure; infrequent stocking; good depth (20ft); good size (5.0ac); grayling
Y-22,Kings,Yellowstone Drainage,11416,10.0,,Cutthroats,Low,1,1,0,1,0,0,0,1,0,0,1,0,5,light pressure; remote/off-trail; infrequent stocking; good size (10.0ac); cutthroat
Y-34,Gem,Yellowstone Drainage,10550,11.1,15,Brookies,Moderate,0,0,1,0,0,1,1,1,0,0,0,1,5,natural repro; big fish potential; good depth (15ft); good elev (10550ft); good size (11.1ac); good habitat
Y-36,,Yellowstone Drainage,10820,14.0,15,Brookies,Low,1,1,0,1,0,1,0,1,0,0,0,0,5,light pressure; remote/off-trail; infrequent stocking; good depth (15ft); good size (14.0ac)
Y-4,,Yellowstone Drainage,11679,5.8,12,Brookies,Low,1,1,1,0,0,0,0,1,0,0,0,1,5,light pressure; remote/off-trail; natural repro; good size (5.8ac); good habitat
Z-11,Marshall,Duchesne River Drainage,9980,18.0,36,Cutthroats,High,0,0,0,0,0,1,1,1,0,0,1,1,5,Big fish potential; Good depth (36ft); Good elevation; Good size (18.0ac); Cutthroat; Good habitat
Z-15,Packard,Duchesne River Drainage,9940,4.5,10,Brookies,High,0,1,0,1,0,0,1,1,0,0,0,1,5,Remote/off-trail; Infrequent stocking; Big fish potential; Good elevation; Good size (4.5ac); Good habitat
Z-16,Echo,Duchesne River Drainage,9740,18.0,44,Goldens,Moderate,0,0,1,0,0,1,1,1,0,0,0,1,5,Natural repro; Big fish potential; Good depth (44ft); Good elevation; Good size (18.0ac); Good habitat
Z-17,Pyramid,Duchesne River Drainage,9700,15.0,36,Brookies,High,0,1,0,0,0,1,1,1,0,0,0,1,5,Remote/off-trail; Big fish potential; Good depth (36ft); Good elevation; Good size (15.0ac); Good habitat
Z-18,Gem,Duchesne River Drainage,10070,3.8,14,"Brookies, Tigers",,1,0,0,0,0,0,1,1,1,0,0,1,5,Light pressure; Good elevation; Good size (3.8ac); Tigers; Good habitat
Z-19,Joan,Duchesne River Drainage,10050,15.2,20,Brookies,Moderate,0,0,0,1,0,1,1,1,0,0,0,1,5,Infrequent stocking; Good depth (20ft); Good elevation; Good size (15.2ac); Good habitat
Z-28,Palisade,Rock Creek Drainage,10140,22.7,45,"Brookies, Cutthroats",High,0,0,0,1,0,1,1,0,0,0,1,1,5,Infrequent stocking; Big fish potential; Good depth; Good elevation; Cutthroats; Good habitat
Z-3,Mirror,Duchesne River Drainage,10200,42.0,37,"Brookies, Grayling, Rainbows, Tigers",High,0,1,0,0,0,1,1,0,1,1,0,0,5,Remote/off-trail; Big fish potential; Good depth (37ft); Good elevation; Tigers; Grayling
Z-33,Leconte,Duchesne River Drainage,10920,9.5,15,"Cutthroats, Grayling",Moderate,0,1,0,0,0,1,0,1,0,1,1,0,5,Remote/off-trail; Good depth (15ft); Good size (9.5ac); Grayling; Cutthroat
Z-37,Hyatt,Duchesne River Drainage,10740,2.4,10,,,1,1,0,0,0,0,1,1,0,0,0,1,5,Light pressure; Remote/off-trail; Good elevation; Good size (2.4ac); Good habitat
Z-7,Fehr,Duchesne River Drainage,10260,5.7,27,Brookies,High,0,0,1,0,0,1,1,1,0,0,0,1,5,Natural repro; Big fish potential; Good depth (27ft); Good elevation; Good size (5.7ac); Good habitat
A-10,Rock,Provo River Drainage,10140,8.0,14,Tigers,Moderate,0,0,0,0,0,0,1,1,1,0,0,1,4,Big fish potential; Good elevation; Good size; Tigers; Good habitat
A-18,Big Elk,Provo River Drainage,10020,30.0,85,"Brookies, Tigers",High,0,1,0,0,0,0,1,0,1,0,0,1,4,Remote/off-trail; Big fish potential; Good elevation; Tigers; Good habitat
A-2,Lambert,Provo River Drainage,9630,2.0,8,Brookies,Low,1,0,0,0,0,0,1,1,0,0,0,1,4,Light pressure; Big fish potential; Good elevation; Good size; Good habitat
A-22,Diamond,Provo River Drainage,9900,3.0,7,"Brookies, Cutthroats",Moderate,0,0,0,0,0,0,1,1,0,0,1,1,4,Big fish potential; Good elevation; Good size; Cutthroats; Good habitat
A-25,Lily Lower,Provo River Drainage,10030,3.2,16,Brookies,High,0,0,0,0,0,1,1,1,0,0,0,1,4,Big fish potential; Good depth; Good elevation; Good size; Good habitat
A-29,Wall,Provo River Drainage,10140,80.0,97,"Brookies, Tigers",High,0,1,0,0,0,0,1,0,1,0,0,1,4,Remote/off-trail; Big fish potential; Good elevation; Tigers; Good habitat
A-3,Buckeye,Provo River Drainage,9660,5.0,8,Brookies,High,0,0,1,0,0,0,1,1,0,0,0,1,4,Natural repro; Big fish potential; Good elevation; Good size; Good habitat
A-30,John,Provo River Drainage,10500,4.0,10,Brookies,Moderate,0,0,0,1,0,0,1,1,0,0,0,1,4,Infrequent stocking; Good elevation; Good size; Good habitat
A-35,Booker,Provo River Drainage,10460,4.1,8,Brookies,High,0,0,0,1,0,0,1,1,0,0,0,1,4,Infrequent stocking; Big fish potential; Good elevation; Good size; Good habitat
A-36,"Divide, #1",Provo River Drainage,10460,3.5,5,Brookies,High,0,1,0,0,0,0,1,1,0,0,0,1,4,Remote/off-trail; Big fish potential; Good elevation; Good size; Good habitat
A-38,Ramona,Provo River Drainage,10340,4.7,21,Brookies,Moderate,0,0,0,0,0,1,1,1,0,0,0,1,4,Big fish potential; Good depth; Good elevation; Good size; Good habitat
A-48,Hourglass,Provo River Drainage,9980,5.7,2,"Brookies, Cutthroats",High,0,0,0,0,0,0,1,1,0,0,1,1,4,Big fish potential; Good elevation; Good size; Cutthroats; Good habitat
A-52,Shadow,Provo River Drainage,10060,14.0,20,Brookies,High,0,0,0,0,0,1,1,1,0,0,0,1,4,Big fish potential; Good depth; Good elevation; Good size; Good habitat
A-54,Hope,Provo River Drainage,,2.0,5,Brookies,Low,1,0,1,0,0,0,0,1,0,0,0,1,4,Light pressure; Natural repro; Good size; Good habitat
BR-1,Bourbon lake (Gold Hill),Bear River Drainage,9820,2.0,8,Brookies,Moderate,0,1,0,0,0,0,1,1,0,0,0,1,4,Remote/off-trail; Good elevation; Good size (2.0ac); Good habitat
BR-15,Ryder,Bear River Drainage,10620,24.4,55,Brookies,Moderate,0,1,1,0,0,0,1,0,0,0,0,1,4,Remote/off-trail; Natural repro; Big fish potential; Good elevation; Good habitat
BR-28,Amethyst,Bear River Drainage,10750,43.7,59,"Brookies, Cutthroats",Moderate,0,1,1,0,0,0,1,0,0,0,1,0,4,Remote/off-trail; Natural repro; Good elevation; Cutthroat
BR-32,Teal,Bear River Drainage,10260,6.8,14,Tigers,Moderate,0,0,0,0,0,0,1,1,1,0,0,1,4,Good elevation; Good size (6.8ac); Tigers; Good habitat
BR-36,Hayden Lake,Bear River Drainage,10420,4.4,5,Tigers,Moderate,0,0,0,0,0,0,1,1,1,0,0,1,4,Good elevation; Good size (4.4ac); Tigers; Good habitat
BR-38,Jewel,Bear River Drainage,10300,2.4,13,Tigers,,0,0,0,0,0,0,1,1,1,0,0,1,4,Big fish potential; Good elevation; Good size (2.4ac); Tigers; Good habitat
BR-40,Ruth,Bear River Drainage,10340,9.5,30,Brookies,High,0,0,0,0,0,1,1,1,0,0,0,1,4,Big fish potential; Good depth (30ft); Good elevation; Good size (9.5ac); Good habitat
BR-45,Baker,Bear River Drainage,10420,3.4,8,Tigers,Moderate,0,0,0,0,0,0,1,1,1,0,0,1,4,Big fish potential; Good elevation; Good size (3.4ac); Tigers; Good habitat
BR-55,,Bear River Drainage,,,,"Brookies, Cutthroats",,1,0,0,1,0,0,0,0,0,0,1,1,4,Light pressure; Infrequent stocking; Cutthroat; Good habitat
DF-14,West Kibah,Ashley Creek Drainage,10580,7.8,15,Brookies,Moderate,0,0,0,1,0,1,1,1,0,0,0,0,4,"Infrequent stocking, Good depth, Good elevation, Good size"
DF-16,Island Kibah,Ashley Creek Drainage,10540,8.0,14,Brookies,Moderate,0,0,0,1,0,0,1,1,0,0,0,1,4,"Infrequent stocking, Good elevation, Good size, Good habitat"
DF-2,Moap,Ashley Creek Drainage,10740,2.7,5,,,0,1,0,0,0,0,1,1,0,0,0,1,4,"Remote/off-trail, Big fish potential, Good elevation, Good size, Good habitat"
DG-15,,Dry Gulch Drainage,10950,3.0,9,Cutthroats,Low,0,0,0,1,0,0,0,1,0,0,1,1,4,"infrequent stocking, good size (3.0ac), cutthroat, good habitat"
DG-16,,Dry Gulch Drainage,10950,3.0,8,Cutthroats,Low,0,0,0,1,0,0,0,1,0,0,1,1,4,"infrequent stocking, good size (3.0ac), cutthroat, good habitat"
DG-26,Lower Lily Pad,Dry Gulch Drainage,10275,9.0,11,Brookies,Low,1,0,0,0,0,0,1,1,0,0,0,1,4,"light pressure, good elev (10275ft), good size (9.0ac), good habitat"
G-10,,Henrys Fork Drainage,10772,5.4,12,Brookies,Low,0,0,1,0,0,0,1,1,0,0,0,1,4,"natural repro, big fish potential, good elev (10772ft), good size (5.4ac), good habitat"
G-13,,Smiths Fork Drainage,10860,7.9,17,Brookies,Low,1,0,0,0,0,1,0,1,0,0,0,1,4,light pressure; good depth (17ft); good size (7.9ac); good habitat
G-3,Blanchard,Henrys Fork Drainage,11164,31.3,29,Cutthroats,Moderate,0,0,1,0,0,1,0,0,0,0,1,1,4,"natural repro, big fish potential, good depth (29ft), cutthroat, good habitat"
G-37,Duck,Blacks Fork Drainage,9161,6.2,5,Brookies,Moderate,0,0,1,0,0,0,1,1,0,0,0,1,4,natural repro; good elev (9161ft); good size (6.2ac); good habitat
G-39,,Blacks Fork Drainage,10820,2.6,7,Brookies,Low,1,0,1,0,0,0,0,1,0,0,0,1,4,light pressure; natural repro; good size (2.6ac); good habitat
G-4,,Henrys Fork Drainage,11169,3.6,8,Cutthroats,Low,0,0,1,0,0,0,0,1,0,0,1,1,4,"natural repro, big fish potential, good size (3.6ac), cutthroat, good habitat"
G-40,,Blacks Fork Drainage,10740,3.6,,Brookies,,0,0,0,1,0,0,1,1,0,0,0,1,4,infrequent stocking; good elev (10740ft); good size (3.6ac); good habitat
G-42,,Henrys Fork Drainage,10900,4.6,2,"Brookies, Cutthroats",Low,0,0,1,0,0,0,0,1,0,0,1,1,4,"natural repro, good size (4.6ac), cutthroat, good habitat"
G-45,,Smiths Fork Drainage,11220,3.1,12,Brookies,Low,0,1,1,0,0,0,0,1,0,0,0,1,4,remote/off-trail; natural repro; good size (3.1ac); good habitat
G-5,Cliff,Henrys Fork Drainage,11443,33.1,69,"Cutthroats, Tigers",Low,0,1,0,0,0,0,0,0,1,0,1,1,4,"remote/off-trail, big fish potential, tigers, cutthroat, good habitat"
G-52,,Smiths Fork Drainage,11340,2.6,4,Cutthroats,Low,1,1,0,0,0,0,0,1,0,0,1,0,4,light pressure; remote/off-trail; good size (2.6ac); cutthroat
G-58,,Smiths Fork Drainage,10620,1.3,5,Cutthroats,Low,0,0,1,0,0,0,1,0,0,0,1,1,4,natural repro; big fish potential; good elev (10620ft); cutthroat; good habitat
G-66,,Blacks Fork Drainage,10561,3.8,12,Brookies,Moderate,0,0,1,0,0,0,1,1,0,0,0,1,4,natural repro; big fish potential; good elev (10561ft); good size (3.8ac); good habitat
G-69,,Blacks Fork Drainage,11109,4.8,13,Cutthrout,Low,0,1,1,0,0,0,0,1,0,0,0,1,4,remote/off-trail; natural repro; big fish potential; good size (4.8ac); good habitat
G-81,,Blacks Fork Drainage,10665,1.7,5,Cutthrout Trout,Low,0,1,1,0,0,0,1,0,0,0,0,1,4,remote/off-trail; natural repro; big fish potential; good elev (10665ft); good habitat
G-9,Island,Henrys Fork Drainage,10830,10.4,5,Brookies,Low,0,1,0,1,0,0,0,1,0,0,0,1,4,"remote/off-trail, infrequent stocking, good size (10.4ac), good habitat"
GR-1,Jesson,Sheep/Carter Creek Drainages,10392,25.5,56,"Brookies, Cutthroats, Tigers",High,0,0,0,0,0,0,1,0,1,0,1,1,4,"big fish potential, good elev (10392ft), tigers, cutthroat, good habitat"
GR-149,Hidden,Beaver Creek Drainage,10148,6.5,18,Brookies,Moderate,0,0,0,0,0,1,1,1,0,0,0,1,4,"good depth (18ft), good elev (10148ft), good size (6.5ac), good habitat"
